Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
123;-0,0756;17,1653;0,08375;13,284;14,147;14,677;14,967;15,425;15,743;16,224;17,165;18,165;18,727;19,119;19,715;20,113;20,888;22,293;12,233;13,383;14,533;15,79;17,165;18,67;20,317;22,122;23,926
124;-0,0779;17,1712;0,08371;13,291;14,153;14,684;14,973;15,431;15,749;16,231;17,171;18,171;18,733;19,124;19,721;20,119;20,894;22,299;12,241;13,39;14,54;15,797;17,171;18,676;20,323;22,128;23,933
125;-0,0801;17,1769;0,08368;13,298;14,16;14,69;14,979;15,437;15,755;16,236;17,177;18,177;18,739;19,13;19,727;20,125;20,9;22,306;12,248;13,397;14,546;15,802;17,177;18,681;20,329;22,135;23,941
126;-0,0824;17,1825;0,08365;13,305;14,166;14,696;14,985;15,443;15,76;16,242;17,183;18,182;18,744;19,136;19,733;20,131;20,907;22,313;12,255;13,403;14,552;15,808;17,182;18,687;20,335;22,142;23,949
127;-0,0847;17,188;0,08362;13,311;14,172;14,702;14,991;15,449;15,766;16,248;17,188;18,188;18,75;19,142;19,738;20,137;20,913;22,32;12,261;13,41;14,558;15,814;17,188;18,693;20,341;22,149;23,956
128;-0,0869;17,1934;0,08359;13,317;14,178;14,708;14,997;15,454;15,772;16,253;17,193;18,193;18,756;19,147;19,744;20,142;20,919;22,327;12,268;13,416;14,564;15,819;17,193;18,698;20,347;22,155;23,963
129;-0,0891;17,1987;0,08356;13,324;14,184;14,713;15,003;15,46;15,777;16,258;17,199;18,198;18,761;19,153;19,749;20,148;20,925;22,333;12,275;13,422;14,57;15,825;17,199;18,703;20,353;22,161;23,97
130;-0,0913;17,2038;0,08354;13,329;14,189;14,719;15,008;15,465;15,782;16,264;17,204;18,204;18,766;19,158;19,755;20,154;20,931;22,34;12,281;13,428;14,575;15,83;17,204;18,709;20,358;22,168;23,978
131;-0,0935;17,2089;0,08351;13,335;14,195;14,724;15,013;15,471;15,788;16,269;17,209;18,209;18,771;19,163;19,76;20,159;20,936;22,346;12,287;13,434;14,581;15,835;17,209;18,714;20,364;22,174;23,985
132;-0,0957;17,2138;0,08348;13,341;14,201;14,73;15,019;15,476;15,793;16,274;17,214;18,214;18,776;19,168;19,765;20,164;20,942;22,352;12,294;13,44;14,586;15,84;17,214;18,719;20,369;22,18;23,991
133;-0,0979;17,2187;0,08345;13,347;14,206;14,735;15,024;15,481;15,798;16,279;17,219;18,219;18,781;19,173;19,77;20,169;20,947;22,358;12,3;13,446;14,592;15,845;17,219;18,724;20,374;22,186;23,998
134;-0,1;17,2234;0,08342;13,353;14,212;14,74;15,029;15,486;15,803;16,284;17,223;18,223;18,786;19,178;19,775;20,174;20,952;22,364;12,306;13,451;14,597;15,85;17,223;18,728;20,379;22,192;24,004
135;-0,1022;17,2281;0,0834;13,358;14,217;14,745;15,034;15,491;15,807;16,288;17,228;18,228;18,791;19,183;19,78;20,18;20,958;22,37;12,312;13,457;14,602;15,855;17,228;18,733;20,385;22,198;24,011
136;-0,1043;17,2326;0,08337;13,364;14,222;14,75;15,039;15,496;15,812;16,293;17,233;18,232;18,795;19,187;19,785;20,184;20,963;22,375;12,318;13,462;14,607;15,86;17,233;18,738;20,389;22,203;24,017
137;-0,1064;17,237;0,08334;13,37;14,227;14,755;15,044;15,5;15,817;16,298;17,237;18,237;18,8;19,192;19,789;20,189;20,967;22,381;12,324;13,468;14,612;15,865;17,237;18,742;20,394;22,208;24,023
138;-0,1085;17,2414;0,08332;13,375;14,232;14,76;15,048;15,505;15,821;16,302;17,241;18,241;18,804;19,196;19,794;20,194;20,972;22,386;12,329;13,473;14,617;15,869;17,241;18,747;20,399;22,214;24,029
139;-0,1106;17,2456;0,08329;13,38;14,237;14,765;15,053;15,509;15,826;16,306;17,246;18,245;18,808;19,2;19,798;20,198;20,977;22,391;12,335;13,478;14,621;15,873;17,246;18,751;20,403;22,219;24,035
140;-0,1127;17,2497;0,08326;13,385;14,242;14,77;15,058;15,514;15,83;16,311;17,25;18,249;18,812;19,204;19,803;20,202;20,981;22,396;12,341;13,483;14,626;15,878;17,25;18,755;20,407;22,224;24,04
141;-0,1147;17,2537;0,08324;13,39;14,246;14,774;15,062;15,518;15,834;16,315;17,254;18,253;18,816;19,209;19,807;20,207;20,986;22,402;12,346;13,488;14,631;15,882;17,254;18,759;20,412;22,229;24,046
142;-0,1168;17,2576;0,08321;13,395;14,251;14,778;15,066;15,522;15,838;16,319;17,258;18,257;18,82;19,212;19,811;20,21;20,99;22,406;12,351;13,493;14,635;15,886;17,258;18,763;20,416;22,233;24,051
143;-0,1188;17,2615;0,08319;13,4;14,255;14,783;15,071;15,526;15,843;16,323;17,262;18,261;18,824;19,217;19,815;20,215;20,995;22,411;12,356;13,498;14,639;15,89;17,262;18,767;20,42;22,238;24,057
144;-0,1208;17,2652;0,08316;13,405;14,26;14,787;15,075;15,53;15,847;16,327;17,265;18,265;18,828;19,22;19,819;20,218;20,998;22,415;12,362;13,503;14,644;15,894;17,265;18,77;20,424;22,243;24,061
145;-0,1229;17,2688;0,08314;13,409;14,264;14,791;15,079;15,534;15,85;16,33;17,269;18,268;18,831;19,224;19,822;20,222;21,003;22,42;12,367;13,507;14,648;15,898;17,269;18,774;20,428;22,247;24,067
146;-0,1249;17,2723;0,08311;13,414;14,269;14,795;15,083;15,538;15,854;16,334;17,272;18,272;18,835;19,227;19,826;20,226;21,006;22,424;12,372;13,512;14,652;15,902;17,272;18,777;20,431;22,251;24,071
147;-0,1269;17,2757;0,08309;13,418;14,273;14,799;15,087;15,542;15,858;16,337;17,276;18,275;18,838;19,231;19,83;20,23;21,01;22,429;12,377;13,516;14,656;15,905;17,276;18,781;20,435;22,256;24,076
148;-0,1288;17,2791;0,08306;13,423;14,277;14,803;15,09;15,546;15,861;16,341;17,279;18,278;18,842;19,234;19,833;20,233;21,014;22,433;12,382;13,521;14,66;15,909;17,279;18,784;20,439;22,259;24,08
149;-0,1308;17,2823;0,08304;13,427;14,281;14,807;15,094;15,549;15,865;16,344;17,282;18,282;18,845;19,237;19,836;20,236;21,017;22,437;12,386;13,525;14,664;15,912;17,282;18,787;20,442;22,264;24,085
150;-0,1328;17,2854;0,08302;13,431;14,284;14,81;15,098;15,552;15,868;16,347;17,285;18,285;18,848;19,24;19,839;20,24;21,021;22,441;12,391;13,529;14,667;15,916;17,285;18,79;20,445;22,268;24,09
151;-0,1347;17,2885;0,08299;13,436;14,288;14,814;15,101;15,556;15,871;16,351;17,289;18,288;18,851;19,243;19,842;20,243;21,024;22,444;12,395;13,533;14,671;15,919;17,288;18,793;20,448;22,271;24,093
152;-0,1366;17,2914;0,08297;13,44;14,292;14,817;15,104;15,559;15,875;16,354;17,291;18,291;18,854;19,246;19,845;20,246;21,027;22,448;12,4;13,537;14,675;15,922;17,291;18,796;20,452;22,275;24,098
153;-0,1386;17,2943;0,08295;13,443;14,295;14,821;15,108;15,562;15,878;16,357;17,294;18,293;18,857;19,249;19,848;20,249;21,031;22,452;12,404;13,541;14,678;15,925;17,294;18,799;20,455;22,278;24,102
154;-0,1405;17,297;0,08292;13,448;14,299;14,824;15,111;15,565;15,881;16,36;17,297;18,296;18,859;19,252;19,851;20,251;21,033;22,455;12,409;13,545;14,682;15,928;17,297;18,802;20,457;22,281;24,105
155;-0,1424;17,2997;0,0829;13,451;14,303;14,827;15,114;15,568;15,884;16,363;17,3;18,299;18,862;19,254;19,854;20,254;21,036;22,458;12,413;13,549;14,685;15,931;17,3;18,804;20,46;22,285;24,109
156;-0,1443;17,3023;0,08288;13,455;14,306;14,831;15,117;15,571;15,886;16,365;17,302;18,301;18,864;19,257;19,856;20,257;21,039;22,462;12,417;13,552;14,688;15,934;17,302;18,807;20,463;22,288;24,113
157;-0,1462;17,3048;0,08285;13,459;14,309;14,834;15,12;15,574;15,889;16,368;17,305;18,304;18,867;19,259;19,859;20,259;21,041;22,464;12,421;13,556;14,691;15,937;17,305;18,809;20,465;22,291;24,116
158;-0,148;17,3072;0,08283;13,462;14,312;14,837;15,123;15,577;15,892;16,371;17,307;18,306;18,869;19,262;19,861;20,262;21,044;22,467;12,425;13,56;14,694;15,939;17,307;18,811;20,468;22,294;24,119
159;-0,1499;17,3095;0,08281;13,466;14,315;14,84;15,126;15,58;15,895;16,373;17,31;18,308;18,871;19,264;19,863;20,264;21,047;22,47;12,429;13,563;14,697;15,942;17,31;18,814;20,47;22,296;24,123
160;-0,1518;17,3117;0,08279;13,469;14,318;14,842;15,129;15,582;15,897;16,375;17,312;18,31;18,873;19,266;19,866;20,266;21,049;22,473;12,432;13,566;14,7;15,944;17,312;18,816;20,472;22,299;24,126
161;-0,1536;17,3139;0,08277;13,472;14,321;14,845;15,131;15,585;15,899;16,378;17,314;18,312;18,876;19,268;19,868;20,269;21,051;22,476;12,436;13,569;14,703;15,947;17,314;18,818;20,475;22,302;24,129
162;-0,1554;17,316;0,08275;13,475;14,324;14,848;15,134;15,587;15,902;16,38;17,316;18,314;18,878;19,27;19,87;20,271;21,054;22,479;12,44;13,573;14,706;15,949;17,316;18,82;20,477;22,305;24,132
163;-0,1573;17,318;0,08272;13,479;14,327;14,851;15,137;15,59;15,904;16,382;17,318;18,316;18,879;19,272;19,871;20,272;21,055;22,481;12,444;13,576;14,708;15,952;17,318;18,822;20,479;22,307;24,135
164;-0,1591;17,3199;0,0827;13,482;14,33;14,853;15,139;15,592;15,906;16,384;17,32;18,318;18,881;19,274;19,873;20,274;21,057;22,483;12,447;13,579;14,711;15,954;17,32;18,823;20,48;22,309;24,137
165;-0,1609;17,3218;0,08268;13,485;14,333;14,856;15,141;15,594;15,909;16,386;17,322;18,32;18,883;19,276;19,875;20,276;21,059;22,485;12,451;13,582;14,714;15,956;17,322;18,825;20,482;22,311;24,14
166;-0,1627;17,3235;0,08266;13,488;14,335;14,858;15,144;15,596;15,911;16,388;17,324;18,321;18,884;19,277;19,877;20,278;21,061;22,488;12,454;13,585;14,716;15,958;17,324;18,827;20,484;22,313;24,143
167;-0,1645;17,3252;0,08264;13,491;14,338;14,86;15,146;15,598;15,913;16,39;17,325;18,323;18,886;19,279;19,878;20,28;21,063;22,49;12,457;13,588;14,718;15,96;17,325;18,828;20,486;22,315;24,145
168;-0,1663;17,3268;0,08262;13,494;14,34;14,862;15,148;15,6;15,914;16,392;17,327;18,325;18,887;19,28;19,88;20,281;21,065;22,492;12,46;13,59;14,721;15,962;17,327;18,83;20,487;22,317;24,147
169;-0,168;17,3284;0,0826;13,496;14,342;14,865;15,15;15,602;15,916;16,394;17,328;18,326;18,889;19,282;19,881;20,283;21,066;22,494;12,463;13,593;14,723;15,964;17,328;18,831;20,489;22,319;24,15
170;-0,1698;17,3299;0,08258;13,499;14,345;14,867;15,152;15,604;15,918;16,395;17,33;18,327;18,89;19,283;19,883;20,284;21,068;22,496;12,467;13,596;14,725;15,965;17,33;18,833;20,49;22,321;24,152
171;-0,1715;17,3313;0,08256;13,502;14,347;14,869;15,154;15,606;15,92;16,397;17,331;18,329;18,892;19,284;19,884;20,285;21,069;22,497;12,47;13,598;14,727;15,967;17,331;18,834;20,492;22,323;24,154
172;-0,1733;17,3326;0,08254;13,504;14,349;14,871;15,156;15,608;15,921;16,398;17,333;18,33;18,893;19,285;19,885;20,287;21,07;22,499;12,473;13,601;14,729;15,969;17,333;18,835;20,493;22,324;24,156
173;-0,175;17,3338;0,08252;13,507;14,351;14,873;15,158;15,609;15,923;16,4;17,334;18,331;18,894;19,286;19,886;20,288;21,072;22,5;12,476;13,603;14,731;15,97;17,334;18,836;20,494;22,326;24,158
174;-0,1768;17,335;0,0825;13,509;14,353;14,875;15,16;15,611;15,925;16,401;17,335;18,332;18,895;19,287;19,887;20,289;21,073;22,502;12,478;13,606;14,733;15,972;17,335;18,837;20,495;22,327;24,159
175;-0,1785;17,3361;0,08248;13,511;14,355;14,876;15,161;15,613;15,926;16,402;17,336;18,333;18,896;19,288;19,888;20,29;21,074;22,503;12,481;13,608;14,735;15,973;17,336;18,838;20,496;22,328;24,161
176;-0,1802;17,3371;0,08246;13,514;14,357;14,878;15,163;15,614;15,927;16,404;17,337;18,334;18,897;19,289;19,889;20,29;21,075;22,504;12,484;13,61;14,737;15,975;17,337;18,839;20,497;22,33;24,162
177;-0,1819;17,3381;0,08244;13,516;14,359;14,88;15,164;15,615;15,929;16,405;17,338;18,335;18,897;19,29;19,89;20,291;21,076;22,505;12,487;13,612;14,738;15,976;17,338;18,84;20,498;22,331;24,164
178;-0,1836;17,339;0,08242;13,518;14,361;14,881;15,166;15,617;15,93;16,406;17,339;18,335;18,898;19,291;19,891;20,292;21,076;22,506;12,489;13,615;14,74;15,977;17,339;18,84;20,498;22,332;24,165
179;-0,1853;17,3398;0,08241;13,52;14,362;14,883;15,167;15,618;15,931;16,407;17,34;18,336;18,899;19,291;19,891;20,293;21,078;22,508;12,491;13,616;14,741;15,978;17,34;18,841;20,499;22,333;24,167
180;-0,187;17,3406;0,08239;13,522;14,364;14,884;15,168;15,619;15,932;16,408;17,341;18,337;18,899;19,292;19,892;20,293;21,078;22,509;12,494;13,618;14,743;15,979;17,341;18,842;20,5;22,334;24,168
181;-0,1886;17,3412;0,08237;13,524;14,366;14,885;15,17;15,62;15,933;16,409;17,341;18,337;18,9;19,292;19,892;20,294;21,079;22,51;12,496;13,62;14,744;15,98;17,341;18,842;20,5;22,335;24,169
182;-0,1903;17,3419;0,08235;13,526;14,367;14,887;15,171;15,621;15,934;16,41;17,342;18,338;18,9;19,293;19,893;20,294;21,079;22,51;12,499;13,622;14,746;15,981;17,342;18,843;20,501;22,335;24,17
183;-0,1919;17,3424;0,08233;13,528;14,369;14,888;15,172;15,622;15,935;16,41;17,342;18,338;18,901;19,293;19,893;20,294;21,079;22,511;12,501;13,624;14,747;15,982;17,342;18,843;20,501;22,336;24,171
184;-0,1936;17,3429;0,08231;13,53;14,37;14,889;15,173;15,623;15,936;16,411;17,343;18,338;18,901;19,293;19,893;20,295;21,08;22,511;12,503;13,626;14,748;15,983;17,343;18,843;20,501;22,336;24,171
185;-0,1952;17,3433;0,0823;13,531;14,371;14,89;15,174;15,624;15,936;16,412;17,343;18,339;18,901;19,294;19,894;20,295;21,08;22,512;12,505;13,627;14,749;15,984;17,343;18,844;20,502;22,337;24,173
186;-0,1969;17,3437;0,08228;13,533;14,373;14,891;15,175;15,625;15,937;16,412;17,344;18,339;18,901;19,294;19,894;20,295;21,08;22,513;12,507;13,629;14,751;15,984;17,344;18,844;20,502;22,338;24,173
187;-0,1985;17,3439;0,08226;13,535;14,374;14,892;15,176;15,626;15,938;16,413;17,344;18,339;18,901;19,294;19,894;20,295;21,08;22,513;12,51;13,631;14,752;15,985;17,344;18,844;20,502;22,338;24,173
188;-0,2001;17,3441;0,08224;13,536;14,375;14,893;15,177;15,626;15,938;16,413;17,344;18,339;18,901;19,294;19,893;20,295;21,08;22,513;12,512;13,632;14,753;15,985;17,344;18,844;20,502;22,338;24,174
189;-0,2017;17,3443;0,08222;13,538;14,376;14,894;15,178;15,627;15,939;16,414;17,344;18,339;18,901;19,294;19,893;20,295;21,08;22,513;12,514;13,634;14,754;15,986;17,344;18,844;20,501;22,338;24,174
190;-0,2033;17,3444;0,08221;13,539;14,377;14,895;15,178;15,627;15,939;16,414;17,344;18,339;18,901;19,294;19,893;20,295;21,08;22,513;12,515;13,635;14,754;15,986;17,344;18,844;20,502;22,338;24,175
191;-0,2049;17,3444;0,08219;13,54;14,378;14,896;15,179;15,628;15,94;16,414;17,344;18,339;18,901;19,293;19,893;20,295;21,08;22,513;12,517;13,636;14,755;15,987;17,344;18,843;20,501;22,338;24,175
192;-0,2065;17,3443;0,08217;13,542;14,379;14,897;15,18;15,628;15,94;16,414;17,344;18,339;18,9;19,293;19,893;20,294;21,079;22,513;12,519;13,637;14,756;15,987;17,344;18,843;20,501;22,338;24,174
193;-0,2081;17,3442;0,08216;13,543;14,38;14,897;15,18;15,629;15,94;16,414;17,344;18,338;18,9;19,293;19,892;20,294;21,079;22,513;12,52;13,638;14,757;15,987;17,344;18,843;20,501;22,338;24,175
194;-0,2097;17,344;0,08214;13,544;14,381;14,898;15,181;15,629;15,941;16,414;17,344;18,338;18,9;19,292;19,892;20,293;21,079;22,513;12,522;13,64;14,757;15,987;17,344;18,842;20,5;22,337;24,175
195;-0,2112;17,3438;0,08212;13,545;14,382;14,898;15,181;15,629;15,941;16,415;17,344;18,338;18,899;19,291;19,891;20,293;21,078;22,512;12,524;13,641;14,758;15,988;17,344;18,842;20,499;22,337;24,174
196;-0,2128;17,3434;0,0821;13,546;14,382;14,899;15,181;15,629;15,941;16,414;17,343;18,337;18,899;19,291;19,89;20,292;21,077;22,511;12,525;13,642;14,758;15,988;17,343;18,841;20,498;22,336;24,174
197;-0,2144;17,3431;0,08209;13,547;14,383;14,899;15,182;15,63;15,941;16,414;17,343;18,337;18,898;19,29;19,89;20,292;21,077;22,512;12,527;13,643;14,759;15,988;17,343;18,841;20,498;22,336;24,174
198;-0,2159;17,3426;0,08207;13,548;14,383;14,899;15,182;15,63;15,941;16,414;17,343;18,336;18,897;19,289;19,889;20,291;21,076;22,511;12,528;13,644;14,759;15,988;17,343;18,84;20,497;22,335;24,173
199;-0,2174;17,3421;0,08205;13,549;14,384;14,9;15,182;15,63;15,941;16,414;17,342;18,335;18,896;19,288;19,888;20,29;21,075;22,51;12,53;13,645;14,76;15,988;17,342;18,839;20,496;22,334;24,172
200;-0,219;17,3416;0,08204;13,55;14,384;14,9;15,182;15,63;15,94;16,414;17,342;18,334;18,896;19,288;19,887;20,289;21,075;22,51;12,531;13,645;14,76;15,987;17,342;18,838;20,496;22,334;24,172
201;-0,2205;17,3409;0,08202;13,551;14,385;14,9;15,182;15,629;15,94;16,413;17,341;18,333;18,895;19,287;19,886;20,288;21,073;22,508;12,532;13,646;14,76;15,987;17,341;18,837;20,494;22,333;24,171
202;-0,222;17,3402;0,08201;13,551;14,385;14,9;15,182;15,629;15,94;16,413;17,34;18,333;18,894;19,286;19,885;20,287;21,073;22,508;12,533;13,646;14,76;15,987;17,34;18,836;20,494;22,332;24,171
203;-0,2235;17,3395;0,08199;13,552;14,385;14,9;15,182;15,629;15,94;16,412;17,34;18,332;18,893;19,285;19,884;20,286;21,071;22,507;12,534;13,647;14,76;15,986;17,34;18,835;20,492;22,331;24,17
204;-0,2251;17,3387;0,08197;13,553;14,386;14,9;15,182;15,629;15,939;16,412;17,339;18,331;18,892;19,284;19,883;20,284;21,07;22,505;12,536;13,648;14,76;15,986;17,339;18,834;20,491;22,33;24,169
205;-0,2266;17,3378;0,08196;13,553;14,386;14,9;15,182;15,628;15,939;16,411;17,338;18,33;18,891;19,282;19,882;20,283;21,069;22,505;12,536;13,648;14,76;15,985;17,338;18,833;20,49;22,329;24,168
206;-0,2281;17,3369;0,08194;13,554;14,386;14,9;15,182;15,628;15,938;16,41;17,337;18,328;18,889;19,281;19,88;20,282;21,067;22,503;12,538;13,649;14,76;15,985;17,337;18,832;20,488;22,327;24,167
207;-0,2295;17,3359;0,08193;13,554;14,386;14,9;15,181;15,627;15,938;16,41;17,336;18,327;18,888;19,28;19,879;20,281;21,066;22,502;12,538;13,649;14,76;15,984;17,336;18,831;20,487;22,326;24,166
208;-0,231;17,3349;0,08191;13,555;14,386;14,9;15,181;15,627;15,937;16,409;17,335;18,326;18,887;19,278;19,878;20,279;21,065;22,501;12,539;13,65;14,76;15,984;17,335;18,829;20,486;22,325;24,164
209;-0,2325;17,3338;0,08189;13,555;14,386;14,9;15,181;15,627;15,936;16,408;17,334;18,325;18,885;19,277;19,876;20,277;21,063;22,499;12,54;13,65;14,76;15,983;17,334;18,828;20,484;22,323;24,162
210;-0,234;17,3326;0,08188;13,555;14,386;14,899;15,18;15,626;15,936;16,407;17,333;18,323;18,884;19,275;19,875;20,276;21,061;22,498;12,541;13,65;14,76;15,982;17,333;18,826;20,482;22,322;24,161
211;-0,2354;17,3314;0,08186;13,556;14,386;14,899;15,18;15,625;15,935;16,406;17,331;18,322;18,882;19,274;19,873;20,274;21,06;22,496;12,542;13,65;14,759;15,982;17,331;18,825;20,481;22,32;24,159
212;-0,2369;17,3302;0,08185;13,556;14,385;14,898;15,179;15,624;15,934;16,405;17,33;18,321;18,881;19,272;19,871;20,273;21,058;22,495;12,542;13,651;14,759;15,981;17,33;18,823;20,479;22,319;24,159
213;-0,2384;17,3289;0,08183;13,556;14,385;14,898;15,179;15,624;15,933;16,404;17,329;18,319;18,879;19,271;19,869;20,271;21,056;22,493;12,543;13,651;14,759;15,98;17,329;18,822;20,477;22,317;24,156
214;-0,2398;17,3275;0,08182;13,556;14,385;14,897;15,178;15,623;15,932;16,403;17,328;18,317;18,877;19,269;19,868;20,269;21,055;22,491;12,543;13,651;14,758;15,979;17,328;18,82;20,476;22,315;24,155
215;-0,2413;17,3261;0,0818;13,556;14,385;14,897;15,177;15,622;15,931;16,402;17,326;18,316;18,876;19,267;19,866;20,267;21,052;22,489;12,544;13,651;14,758;15,978;17,326;18,818;20,473;22,313;24,153
216;-0,2427;17,3246;0,08179;13,556;14,384;14,896;15,176;15,621;15,93;16,401;17,325;18,314;18,874;19,265;19,864;20,265;21,051;22,488;12,544;13,651;14,757;15,977;17,325;18,817;20,472;22,312;24,152
217;-0,2441;17,323;0,08177;13,556;14,384;14,895;15,176;15,62;15,929;16,399;17,323;18,312;18,872;19,263;19,862;20,263;21,048;22,485;12,545;13,651;14,756;15,976;17,323;18,815;20,469;22,309;24,149
218;-0,2456;17,3215;0,08176;13,556;14,383;14,895;15,175;15,619;15,928;16,398;17,322;18,31;18,87;19,261;19,86;20,261;21,047;22,484;12,545;13,65;14,756;15,975;17,322;18,813;20,468;22,308;24,148
219;-0,247;17,3198;0,08174;13,556;14,383;14,894;15,174;15,618;15,927;16,397;17,32;18,308;18,868;19,259;19,858;20,259;21,044;22,481;12,546;13,65;14,755;15,973;17,32;18,811;20,465;22,305;24,145
220;-0,2484;17,3181;0,08173;13,556;14,382;14,893;15,173;15,617;15,926;16,395;17,318;18,307;18,866;19,257;19,856;20,257;21,042;22,479;12,546;13,65;14,754;15,972;17,318;18,809;20,463;22,303;24,143
221;-0,2498;17,3164;0,08171;13,556;14,382;14,892;15,172;15,616;15,924;16,394;17,316;18,305;18,864;19,255;19,853;20,254;21,039;22,477;12,546;13,65;14,754;15,971;17,316;18,807;20,461;22,301;24,14
222;-0,2512;17,3146;0,0817;13,555;14,381;14,891;15,171;15,615;15,923;16,392;17,315;18,303;18,862;19,253;19,851;20,252;21,037;22,475;12,546;13,649;14,753;15,969;17,315;18,805;20,458;22,299;24,139
223;-0,2526;17,3127;0,08168;13,555;14,38;14,89;15,17;15,613;15,922;16,391;17,313;18,3;18,859;19,25;19,848;20,249;21,035;22,472;12,547;13,649;14,752;15,968;17,313;18,802;20,456;22,296;24,136
224;-0,254;17,3108;0,08167;13,554;14,379;14,889;15,169;15,612;15,92;16,389;17,311;18,298;18,857;19,248;19,846;20,247;21,032;22,47;12,547;13,649;14,751;15,967;17,311;18,8;20,454;22,294;24,134
225;-0,2554;17,3089;0,08165;13,554;14,379;14,888;15,168;15,611;15,919;16,388;17,309;18,296;18,855;19,246;19,844;20,244;21,03;22,467;12,547;13,648;14,75;15,965;17,309;18,798;20,451;22,291;24,131
226;-0,2568;17,3069;0,08164;13,554;14,378;14,887;15,166;15,609;15,917;16,386;17,307;18,294;18,853;19,243;19,841;20,242;21,027;22,464;12,547;13,648;14,749;15,964;17,307;18,795;20,448;22,288;24,128
227;-0,2581;17,3048;0,08163;13,553;14,376;14,886;15,165;15,608;15,915;16,384;17,305;18,292;18,85;19,241;19,839;20,24;21,025;22,462;12,547;13,647;14,747;15,962;17,305;18,793;20,446;22,286;24,126
228;-0,2595;17,3027;0,08161;13,553;14,376;14,885;15,164;15,606;15,914;16,382;17,303;18,289;18,848;19,238;19,836;20,237;21,022;22,459;12,547;13,647;14,746;15,96;17,303;18,79;20,443;22,283;24,123
229;-0,2609;17,3006;0,0816;13,552;14,375;14,884;15,162;15,605;15,912;16,381;17,301;18,287;18,845;19,236;19,833;20,234;21,019;22,457;12,547;13,646;14,745;15,959;17,301;18,788;20,44;22,28;24,12
230;-0,2622;17,2984;0,08158;13,551;14,374;14,882;15,161;15,603;15,911;16,379;17,298;18,284;18,843;19,233;19,83;20,231;21,016;22,453;12,547;13,645;14,744;15,957;17,298;18,785;20,437;22,277;24,117
231;-0,2636;17,2962;0,08157;13,551;14,373;14,881;15,16;15,601;15,909;16,377;17,296;18,282;18,84;19,23;19,828;20,228;21,013;22,451;12,546;13,645;14,743;15,955;17,296;18,783;20,435;22,275;24,114
232;-0,265;17,2939;0,08155;13,55;14,372;14,88;15,158;15,6;15,907;16,375;17,294;18,279;18,837;19,227;19,825;20,225;21,01;22,447;12,547;13,644;14,742;15,953;17,294;18,78;20,432;22,271;24,111
