Days;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;SD4neg;SD3neg;SD2neg;SD1neg;SD0;SD1;SD2;SD3;SD4
1497;-0,5684;15,2549;0,09238;11,709;12,455;12,926;13,186;13,603;13,897;14,349;15,255;16,254;16,833;17,244;17,882;18,317;19,185;20,83;10,79;11,793;12,797;13,941;15,255;16,773;18,543;20,624;22,706
1498;-0,5684;15,2548;0,0924;11,708;12,455;12,925;13,186;13,603;13,897;14,349;15,255;16,254;16,833;17,244;17,883;18,318;19,186;20,831;10,789;11,793;12,796;13,941;15,255;16,774;18,544;20,626;22,707
1499;-0,5684;15,2547;0,09242;11,708;12,454;12,925;13,185;13,603;13,896;14,348;15,255;16,254;16,834;17,245;17,883;18,318;19,186;20,833;10,788;11,792;12,796;13,941;15,255;16,774;18,545;20,627;22,709
1500;-0,5684;15,2545;0,09244;11,707;12,453;12,924;13,184;13,602;13,896;14,348;15,255;16,254;16,834;17,245;17,884;18,319;19,187;20,834;10,787;11,791;12,795;13,94;15,254;16,774;18,545;20,628;22,711
1501;-0,5684;15,2544;0,09246;11,706;12,453;12,923;13,184;13,602;13,895;14,348;15,254;16,254;16,834;17,245;17,884;18,32;19,188;20,835;10,786;11,791;12,795;13,94;15,254;16,774;18,546;20,63;22,713
1502;-0,5684;15,2543;0,09248;11,705;12,452;12,923;13,183;13,601;13,895;14,347;15,254;16,255;16,834;17,246;17,885;18,32;19,189;20,837;10,785;11,79;12,794;13,94;15,254;16,775;18,547;20,631;22,715
1503;-0,5684;15,2542;0,0925;11,705;12,452;12,922;13,183;13,601;13,895;14,347;15,254;16,255;16,835;17,246;17,885;18,321;19,19;20,838;10,785;11,789;12,794;13,939;15,254;16,775;18,547;20,632;22,717
1504;-0,5684;15,2541;0,09252;11,704;12,451;12,922;13,183;13,6;13,894;14,347;15,254;16,255;16,835;17,246;17,886;18,322;19,191;20,84;10,784;11,788;12,793;13,939;15,254;16,775;18,548;20,634;22,719
1505;-0,5684;15,254;0,09254;11,703;12,45;12,921;13,182;13,6;13,894;14,347;15,254;16,255;16,835;17,247;17,887;18,322;19,192;20,841;10,783;11,788;12,793;13,938;15,254;16,775;18,549;20,635;22,721
1506;-0,5684;15,2538;0,09256;11,702;12,45;12,921;13,181;13,6;13,893;14,346;15,254;16,255;16,835;17,247;17,887;18,323;19,192;20,842;10,782;11,787;12,792;13,938;15,254;16,775;18,549;20,636;22,723
1507;-0,5684;15,2537;0,09258;11,702;12,449;12,92;13,181;13,599;13,893;14,346;15,254;16,255;16,836;17,247;17,887;18,323;19,193;20,844;10,781;11,786;12,791;13,938;15,254;16,776;18,55;20,637;22,725
1508;-0,5684;15,2536;0,0926;11,701;12,448;12,92;13,18;13,599;13,893;14,346;15,254;16,255;16,836;17,248;17,888;18,324;19,194;20,845;10,78;11,786;12,791;13,937;15,254;16,776;18,551;20,639;22,727
1509;-0,5684;15,2535;0,09262;11,7;12,448;12,919;13,18;13,598;13,892;14,345;15,254;16,255;16,836;17,248;17,889;18,325;19,195;20,847;10,78;11,785;12,79;13,937;15,254;16,776;18,551;20,64;22,729
1510;-0,5684;15,2534;0,09263;11,7;12,448;12,919;13,18;13,598;13,892;14,345;15,253;16,255;16,836;17,248;17,889;18,325;19,196;20,847;10,779;11,785;12,79;13,937;15,253;16,776;18,552;20,641;22,73
1511;-0,5684;15,2533;0,09265;11,699;12,447;12,918;13,179;13,598;13,892;14,345;15,253;16,255;16,836;17,249;17,889;18,326;19,196;20,849;10,778;11,784;12,789;13,936;15,253;16,776;18,552;20,642;22,732
1512;-0,5684;15,2532;0,09267;11,699;12,446;12,918;13,179;13,597;13,891;14,345;15,253;16,256;16,837;17,249;17,89;18,326;19,197;20,85;10,778;11,783;12,789;13,936;15,253;16,777;18,553;20,643;22,734
1513;-0,5684;15,2531;0,09269;11,698;12,446;12,917;13,178;13,597;13,891;14,344;15,253;16,256;16,837;17,249;17,89;18,327;19,198;20,851;10,777;11,783;12,788;13,936;15,253;16,777;18,554;20,645;22,736
1514;-0,5684;15,253;0,09271;11,697;12,445;12,917;13,178;13,596;13,891;14,344;15,253;16,256;16,837;17,25;17,891;18,327;19,199;20,853;10,776;11,782;12,788;13,935;15,253;16,777;18,555;20,646;22,738
1515;-0,5684;15,2529;0,09273;11,696;12,445;12,916;13,177;13,596;13,89;14,344;15,253;16,256;16,837;17,25;17,891;18,328;19,2;20,854;10,775;11,781;12,787;13,935;15,253;16,777;18,555;20,647;22,739
1516;-0,5684;15,2528;0,09275;11,696;12,444;12,916;13,177;13,596;13,89;14,343;15,253;16,256;16,838;17,25;17,892;18,329;19,201;20,856;10,774;11,78;12,787;13,935;15,253;16,778;18,556;20,649;22,741
1517;-0,5684;15,2527;0,09277;11,695;12,443;12,915;13,176;13,595;13,89;14,343;15,253;16,256;16,838;17,251;17,892;18,329;19,202;20,857;10,773;11,78;12,786;13,934;15,253;16,778;18,557;20,65;22,743
1518;-0,5684;15,2526;0,09279;11,694;12,443;12,915;13,176;13,595;13,889;14,343;15,253;16,256;16,838;17,251;17,893;18,33;19,203;20,858;10,773;11,779;12,786;13,934;15,253;16,778;18,557;20,651;22,745
1519;-0,5684;15,2525;0,09281;11,694;12,442;12,914;13,175;13,594;13,889;14,343;15,253;16,256;16,838;17,251;17,893;18,331;19,204;20,86;10,772;11,778;12,785;13,934;15,252;16,778;18,558;20,653;22,747
1520;-0,5684;15,2525;0,09283;11,693;12,442;12,914;13,175;13,594;13,889;14,342;15,253;16,257;16,839;17,252;17,894;18,331;19,205;20,861;10,771;11,778;12,785;13,933;15,252;16,779;18,559;20,654;22,749
1521;-0,5684;15,2524;0,09285;11,692;12,441;12,913;13,174;13,594;13,888;14,342;15,252;16,257;16,839;17,252;17,895;18,332;19,205;20,863;10,77;11,777;12,784;13,933;15,252;16,779;18,56;20,656;22,751
1522;-0,5684;15,2523;0,09287;11,692;12,44;12,913;13,174;13,593;13,888;14,342;15,252;16,257;16,839;17,253;17,895;18,333;19,206;20,864;10,769;11,776;12,784;13,933;15,252;16,779;18,56;20,657;22,753
1523;-0,5684;15,2522;0,09289;11,691;12,44;12,912;13,173;13,593;13,888;14,342;15,252;16,257;16,84;17,253;17,896;18,333;19,207;20,866;10,768;11,776;12,783;13,932;15,252;16,779;18,561;20,658;22,755
1524;-0,5684;15,2521;0,09291;11,69;12,439;12,911;13,173;13,592;13,887;14,341;15,252;16,257;16,84;17,253;17,896;18,334;19,208;20,867;10,768;11,775;12,782;13,932;15,252;16,78;18,562;20,66;22,757
1525;-0,5684;15,252;0,09292;11,69;12,439;12,911;13,173;13,592;13,887;14,341;15,252;16,257;16,84;17,253;17,896;18,334;19,209;20,868;10,767;11,775;12,782;13,932;15,252;16,78;18,562;20,66;22,758
1526;-0,5684;15,2519;0,09294;11,689;12,438;12,911;13,172;13,592;13,887;14,341;15,252;16,257;16,84;17,254;17,897;18,335;19,209;20,869;10,766;11,774;12,782;13,931;15,252;16,78;18,563;20,661;22,76
1527;-0,5684;15,2519;0,09296;11,689;12,438;12,91;13,172;13,591;13,886;14,341;15,252;16,257;16,841;17,254;17,898;18,336;19,21;20,871;10,766;11,773;12,781;13,931;15,252;16,78;18,564;20,663;22,762
1528;-0,5684;15,2518;0,09298;11,688;12,437;12,91;13,171;13,591;13,886;14,34;15,252;16,258;16,841;17,255;17,898;18,336;19,211;20,872;10,765;11,773;12,781;13,931;15,252;16,781;18,564;20,664;22,764
1529;-0,5684;15,2517;0,093;11,687;12,437;12,909;13,171;13,59;13,886;14,34;15,252;16,258;16,841;17,255;17,899;18,337;19,212;20,873;10,764;11,772;12,78;13,93;15,252;16,781;18,565;20,666;22,766
1530;-0,5684;15,2516;0,09302;11,686;12,436;12,909;13,17;13,59;13,885;14,34;15,252;16,258;16,841;17,255;17,899;18,338;19,213;20,875;10,763;11,771;12,779;13,93;15,252;16,781;18,566;20,667;22,768
1531;-0,5684;15,2515;0,09304;11,686;12,435;12,908;13,17;13,59;13,885;14,339;15,252;16,258;16,842;17,256;17,9;18,338;19,214;20,876;10,762;11,771;12,779;13,93;15,252;16,781;18,566;20,668;22,77
1532;-0,5684;15,2515;0,09306;11,685;12,435;12,908;13,17;13,589;13,885;14,339;15,252;16,258;16,842;17,256;17,9;18,339;19,215;20,878;10,762;11,77;12,778;13,929;15,252;16,782;18,567;20,67;22,772
1533;-0,5684;15,2514;0,09308;11,684;12,434;12,907;13,169;13,589;13,884;14,339;15,251;16,258;16,842;17,257;17,901;18,34;19,216;20,879;10,761;11,769;12,778;13,929;15,251;16,782;18,568;20,671;22,774
1534;-0,5684;15,2513;0,0931;11,684;12,434;12,907;13,169;13,589;13,884;14,339;15,251;16,258;16,842;17,257;17,901;18,34;19,217;20,881;10,76;11,769;12,777;13,929;15,251;16,782;18,569;20,672;22,776
1535;-0,5684;15,2513;0,09312;11,683;12,433;12,906;13,168;13,588;13,884;14,339;15,251;16,259;16,843;17,257;17,902;18,341;19,218;20,882;10,759;11,768;12,777;13,928;15,251;16,783;18,569;20,674;22,778
1536;-0,5684;15,2512;0,09314;11,682;12,433;12,906;13,168;13,588;13,883;14,338;15,251;16,259;16,843;17,258;17,903;18,342;19,219;20,883;10,758;11,767;12,776;13,928;15,251;16,783;18,57;20,675;22,78
1537;-0,5684;15,2511;0,09316;11,682;12,432;12,905;13,167;13,587;13,883;14,338;15,251;16,259;16,843;17,258;17,903;18,342;19,22;20,885;10,757;11,767;12,776;13,928;15,251;16,783;18,571;20,677;22,782
1538;-0,5684;15,2511;0,09318;11,681;12,431;12,905;13,167;13,587;13,883;14,338;15,251;16,259;16,844;17,259;17,904;18,343;19,221;20,886;10,757;11,766;12,775;13,927;15,251;16,783;18,572;20,678;22,784
1539;-0,5684;15,251;0,0932;11,68;12,431;12,904;13,166;13,587;13,882;14,338;15,251;16,259;16,844;17,259;17,904;18,344;19,222;20,888;10,756;11,765;12,775;13,927;15,251;16,784;18,572;20,679;22,786
1540;-0,5684;15,2509;0,09321;11,68;12,431;12,904;13,166;13,586;13,882;14,337;15,251;16,259;16,844;17,259;17,904;18,344;19,222;20,888;10,755;11,765;12,774;13,927;15,251;16,784;18,573;20,68;22,787
1541;-0,5684;15,2509;0,09323;11,679;12,43;12,903;13,166;13,586;13,882;14,337;15,251;16,259;16,844;17,26;17,905;18,345;19,223;20,89;10,755;11,764;12,774;13,927;15,251;16,784;18,574;20,681;22,789
1542;-0,5684;15,2508;0,09325;11,679;12,429;12,903;13,165;13,586;13,881;14,337;15,251;16,26;16,845;17,26;17,906;18,346;19,224;20,891;10,754;11,764;12,773;13,926;15,251;16,784;18,574;20,683;22,791
1543;-0,5684;15,2508;0,09327;11,678;12,429;12,902;13,165;13,585;13,881;14,337;15,251;16,26;16,845;17,26;17,906;18,346;19,225;20,893;10,753;11,763;12,773;13,926;15,251;16,785;18,575;20,684;22,794
1544;-0,5684;15,2507;0,09329;11,677;12,428;12,902;13,164;13,585;13,881;14,336;15,251;16,26;16,845;17,261;17,907;18,347;19,226;20,894;10,752;11,762;12,772;13,926;15,251;16,785;18,576;20,686;22,795
1545;-0,5684;15,2507;0,09331;11,677;12,428;12,901;13,164;13,585;13,88;14,336;15,251;16,26;16,846;17,261;17,907;18,348;19,227;20,896;10,752;11,762;12,772;13,925;15,251;16,785;18,577;20,687;22,798
1546;-0,5684;15,2506;0,09333;11,676;12,427;12,901;13,163;13,584;13,88;14,336;15,251;16,26;16,846;17,262;17,908;18,348;19,228;20,897;10,751;11,761;12,771;13,925;15,251;16,786;18,577;20,688;22,8
1547;-0,5684;15,2506;0,09335;11,675;12,427;12,9;13,163;13,584;13,88;14,336;15,251;16,26;16,846;17,262;17,909;18,349;19,229;20,899;10,75;11,76;12,771;13,925;15,251;16,786;18,578;20,69;22,802
1548;-0,5684;15,2505;0,09337;11,675;12,426;12,9;13,162;13,583;13,879;14,335;15,251;16,261;16,847;17,262;17,909;18,35;19,23;20,9;10,749;11,76;12,77;13,924;15,25;16,786;18,579;20,691;22,804
1549;-0,5684;15,2505;0,09339;11,674;12,426;12,9;13,162;13,583;13,879;14,335;15,251;16,261;16,847;17,263;17,91;18,351;19,231;20,902;10,748;11,759;12,77;13,924;15,25;16,786;18,58;20,693;22,806
1550;-0,5684;15,2504;0,09341;11,673;12,425;12,899;13,162;13,583;13,879;14,335;15,25;16,261;16,847;17,263;17,91;18,351;19,231;20,903;10,748;11,758;12,769;13,924;15,25;16,787;18,58;20,694;22,808
1551;-0,5684;15,2504;0,09343;11,673;12,424;12,899;13,161;13,582;13,879;14,335;15,25;16,261;16,848;17,264;17,911;18,352;19,233;20,905;10,747;11,758;12,769;13,923;15,25;16,787;18,581;20,696;22,81
1552;-0,5684;15,2503;0,09345;11,672;12,424;12,898;13,161;13,582;13,878;14,335;15,25;16,261;16,848;17,264;17,912;18,353;19,233;20,906;10,746;11,757;12,768;13,923;15,25;16,787;18,582;20,697;22,812
1553;-0,5684;15,2503;0,09346;11,672;12,424;12,898;13,161;13,582;13,878;14,334;15,25;16,261;16,848;17,264;17,912;18,353;19,234;20,907;10,746;11,757;12,768;13,923;15,25;16,787;18,582;20,698;22,813
1554;-0,5684;15,2502;0,09348;11,671;12,423;12,897;13,16;13,581;13,878;14,334;15,25;16,262;16,848;17,265;17,912;18,354;19,235;20,908;10,745;11,756;12,768;13,923;15,25;16,788;18,583;20,699;22,815
1555;-0,5684;15,2502;0,0935;11,671;12,423;12,897;13,16;13,581;13,877;14,334;15,25;16,262;16,849;17,265;17,913;18,354;19,236;20,91;10,744;11,756;12,767;13,922;15,25;16,788;18,584;20,7;22,817
1556;-0,5684;15,2502;0,09352;11,67;12,422;12,896;13,159;13,581;13,877;14,334;15,25;16,262;16,849;17,266;17,914;18,355;19,237;20,911;10,743;11,755;12,767;13,922;15,25;16,788;18,585;20,702;22,819
1557;-0,5684;15,2501;0,09354;11,669;12,421;12,896;13,159;13,58;13,877;14,333;15,25;16,262;16,849;17,266;17,914;18,356;19,238;20,913;10,742;11,754;12,766;13,922;15,25;16,789;18,585;20,703;22,821
1558;-0,5684;15,2501;0,09356;11,669;12,421;12,895;13,158;13,58;13,876;14,333;15,25;16,262;16,85;17,267;17,915;18,357;19,239;20,914;10,742;11,754;12,766;13,921;15,25;16,789;18,586;20,705;22,823
1559;-0,5684;15,25;0,09358;11,668;12,42;12,895;13,158;13,58;13,876;14,333;15,25;16,262;16,85;17,267;17,915;18,357;19,24;20,916;10,741;11,753;12,765;13,921;15,25;16,789;18,587;20,706;22,825
1560;-0,5684;15,25;0,0936;11,667;12,42;12,894;13,157;13,579;13,876;14,333;15,25;16,263;16,85;17,267;17,916;18,358;19,241;20,917;10,74;11,752;12,765;13,921;15,25;16,79;18,588;20,708;22,827
1561;-0,5684;15,25;0,09362;11,667;12,419;12,894;13,157;13,579;13,876;14,333;15,25;16,263;16,851;17,268;17,917;18,359;19,242;20,919;10,739;11,752;12,764;13,921;15,25;16,79;18,589;20,709;22,829
1562;-0,5684;15,25;0,09364;11,666;12,419;12,894;13,157;13,579;13,875;14,332;15,25;16,263;16,851;17,268;17,917;18,36;19,243;20,92;10,739;11,751;12,764;13,92;15,25;16,79;18,589;20,711;22,832
1563;-0,5684;15,2499;0,09366;11,665;12,418;12,893;13,156;13,578;13,875;14,332;15,25;16,263;16,851;17,269;17,918;18,36;19,244;20,922;10,738;11,75;12,763;13,92;15,25;16,791;18,59;20,712;22,834
1564;-0,5684;15,2499;0,09368;11,665;12,418;12,893;13,156;13,578;13,875;14,332;15,25;16,263;16,852;17,269;17,918;18,361;19,245;20,923;10,737;11,75;12,763;13,92;15,25;16,791;18,591;20,713;22,836
1565;-0,5684;15,2499;0,09369;11,664;12,417;12,892;13,156;13,578;13,875;14,332;15,25;16,264;16,852;17,269;17,919;18,361;19,245;20,924;10,737;11,75;12,763;13,92;15,25;16,791;18,591;20,714;22,837
1566;-0,5684;15,2498;0,09371;11,664;12,417;12,892;13,155;13,577;13,874;14,332;15,25;16,264;16,852;17,27;17,919;18,362;19,246;20,926;10,736;11,749;12,762;13,919;15,25;16,791;18,592;20,715;22,839
1567;-0,5684;15,2498;0,09373;11,663;12,416;12,891;13,155;13,577;13,874;14,331;15,25;16,264;16,852;17,27;17,92;18,363;19,247;20,927;10,735;11,748;12,762;13,919;15,25;16,792;18,593;20,717;22,841
1568;-0,5684;15,2498;0,09375;11,662;12,416;12,891;13,154;13,577;13,874;14,331;15,25;16,264;16,853;17,271;17,921;18,364;19,248;20,929;10,734;11,748;12,761;13,919;15,25;16,792;18,594;20,718;22,843
1569;-0,5684;15,2498;0,09377;11,662;12,415;12,891;13,154;13,576;13,873;14,331;15,25;16,264;16,853;17,271;17,921;18,364;19,249;20,93;10,734;11,747;12,761;13,918;15,25;16,792;18,595;20,72;22,845
1570;-0,5684;15,2498;0,09379;11,661;12,415;12,89;13,154;13,576;13,873;14,331;15,25;16,265;16,854;17,272;17,922;18,365;19,25;20,932;10,733;11,746;12,76;13,918;15,25;16,793;18,595;20,721;22,847
1571;-0,5684;15,2497;0,09381;11,661;12,414;12,89;13,153;13,576;13,873;14,331;15,25;16,265;16,854;17,272;17,922;18,366;19,251;20,933;10,732;11,746;12,76;13,918;15,25;16,793;18,596;20,723;22,849
1572;-0,5684;15,2497;0,09383;11,66;12,414;12,889;13,153;13,575;13,872;14,33;15,25;16,265;16,854;17,272;17,923;18,366;19,252;20,935;10,731;11,745;12,759;13,917;15,25;16,793;18,597;20,724;22,851
1573;-0,5684;15,2497;0,09385;11,659;12,413;12,889;13,152;13,575;13,872;14,33;15,25;16,265;16,855;17,273;17,924;18,367;19,253;20,936;10,73;11,745;12,759;13,917;15,25;16,794;18,598;20,726;22,853
1574;-0,5684;15,2497;0,09387;11,659;12,413;12,888;13,152;13,575;13,872;14,33;15,25;16,265;16,855;17,273;17,924;18,368;19,254;20,938;10,73;11,744;12,758;13,917;15,25;16,794;18,599;20,727;22,856
1575;-0,5684;15,2497;0,09388;11,658;12,412;12,888;13,152;13,574;13,872;14,33;15,25;16,266;16,855;17,274;17,925;18,368;19,255;20,939;10,729;11,744;12,758;13,917;15,25;16,794;18,599;20,728;22,857
1576;-0,5684;15,2497;0,0939;11,658;12,412;12,888;13,151;13,574;13,871;14,33;15,25;16,266;16,855;17,274;17,925;18,369;19,256;20,94;10,729;11,743;12,758;13,917;15,25;16,795;18,6;20,729;22,859
1577;-0,5684;15,2497;0,09392;11,657;12,411;12,887;13,151;13,574;13,871;14,33;15,25;16,266;16,856;17,275;17,926;18,37;19,257;20,942;10,728;11,742;12,757;13,916;15,25;16,795;18,601;20,731;22,861
1578;-0,5684;15,2497;0,09394;11,657;12,411;12,887;13,15;13,573;13,871;14,329;15,25;16,266;16,856;17,275;17,927;18,371;19,258;20,943;10,727;11,742;12,757;13,916;15,25;16,795;18,602;20,732;22,863
1579;-0,5684;15,2497;0,09396;11,656;12,41;12,886;13,15;13,573;13,871;14,329;15,25;16,266;16,857;17,276;17,927;18,371;19,259;20,945;10,726;11,741;12,756;13,916;15,25;16,796;18,602;20,734;22,865
1580;-0,5684;15,2497;0,09398;11,655;12,41;12,886;13,15;13,573;13,87;14,329;15,25;16,267;16,857;17,276;17,928;18,372;19,26;20,946;10,726;11,741;12,756;13,916;15,25;16,796;18,603;20,735;22,867
1581;-0,5684;15,2496;0,094;11,655;12,409;12,885;13,149;13,572;13,87;14,329;15,25;16,267;16,857;17,276;17,928;18,373;19,261;20,948;10,725;11,74;12,755;13,915;15,25;16,796;18,604;20,737;22,869
1582;-0,5684;15,2496;0,09402;11,654;12,409;12,885;13,149;13,572;13,87;14,329;15,25;16,267;16,858;17,277;17,929;18,374;19,262;20,949;10,724;11,739;12,755;13,915;15,25;16,797;18,605;20,738;22,871
1583;-0,5684;15,2496;0,09404;11,653;12,408;12,884;13,148;13,572;13,869;14,328;15,25;16,267;16,858;17,277;17,93;18,374;19,263;20,951;10,723;11,739;12,754;13,915;15,25;16,797;18,606;20,74;22,874
1584;-0,5684;15,2496;0,09406;11,653;12,408;12,884;13,148;13,571;13,869;14,328;15,25;16,267;16,858;17,278;17,93;18,375;19,264;20,952;10,722;11,738;12,754;13,914;15,25;16,797;18,606;20,741;22,876
1585;-0,5684;15,2496;0,09407;11,652;12,407;12,884;13,148;13,571;13,869;14,328;15,25;16,268;16,859;17,278;17,931;18,376;19,264;20,953;10,722;11,738;12,754;13,914;15,25;16,798;18,607;20,742;22,877
1586;-0,5684;15,2497;0,09409;11,652;12,407;12,883;13,147;13,571;13,869;14,328;15,25;16,268;16,859;17,279;17,931;18,376;19,265;20,955;10,721;11,737;12,753;13,914;15,25;16,798;18,608;20,743;22,879
1587;-0,5684;15,2497;0,09411;11,651;12,406;12,883;13,147;13,571;13,869;14,328;15,25;16,268;16,859;17,279;17,932;18,377;19,266;20,956;10,721;11,737;12,753;13,914;15,25;16,798;18,609;20,745;22,881
1588;-0,5684;15,2497;0,09413;11,651;12,406;12,883;13,147;13,57;13,868;14,328;15,25;16,268;16,86;17,28;17,933;18,378;19,267;20,958;10,72;11,736;12,752;13,914;15,25;16,799;18,61;20,746;22,883
1589;-0,5684;15,2497;0,09415;11,65;12,405;12,882;13,146;13,57;13,868;14,327;15,25;16,269;16,86;17,28;17,933;18,379;19,268;20,96;10,719;11,735;12,752;13,913;15,25;16,799;18,61;20,748;22,885
1590;-0,5684;15,2497;0,09417;11,649;12,405;12,882;13,146;13,57;13,868;14,327;15,25;16,269;16,86;17,281;17,934;18,38;19,269;20,961;10,718;11,735;12,751;13,913;15,25;16,799;18,611;20,749;22,888
1591;-0,5684;15,2497;0,09419;11,649;12,404;12,881;13,145;13,569;13,868;14,327;15,25;16,269;16,861;17,281;17,935;18,38;19,27;20,963;10,718;11,734;12,751;13,913;15,25;16,8;18,612;20,751;22,89
1592;-0,5684;15,2497;0,09421;11,648;12,404;12,881;13,145;13,569;13,867;14,327;15,25;16,269;16,861;17,282;17,935;18,381;19,272;20,964;10,717;11,734;12,75;13,912;15,25;16,8;18,613;20,752;22,892
1593;-0,5684;15,2497;0,09422;11,648;12,404;12,881;13,145;13,569;13,867;14,327;15,25;16,269;16,861;17,282;17,936;18,381;19,272;20,965;10,717;11,733;12,75;13,912;15,25;16,8;18,613;20,753;22,893
1594;-0,5684;15,2497;0,09424;11,647;12,403;12,88;13,144;13,569;13,867;14,327;15,25;16,27;16,862;17,282;17,936;18,382;19,273;20,967;10,716;11,733;12,75;13,912;15,25;16,801;18,614;20,755;22,895
1595;-0,5684;15,2497;0,09426;11,647;12,403;12,88;13,144;13,568;13,867;14,326;15,25;16,27;16,862;17,283;17,937;18,383;19,274;20,968;10,715;11,732;12,749;13,912;15,25;16,801;18,615;20,756;22,897
1596;-0,5684;15,2498;0,09428;11,646;12,402;12,879;13,144;13,568;13,866;14,326;15,25;16,27;16,863;17,283;17,938;18,384;19,275;20,97;10,714;11,732;12,749;13,912;15,25;16,801;18,616;20,758;22,899
1597;-0,5684;15,2498;0,0943;11,645;12,402;12,879;13,143;13,568;13,866;14,326;15,25;16,27;16,863;17,284;17,938;18,385;19,276;20,971;10,714;11,731;12,748;13,911;15,25;16,802;18,617;20,759;22,902
1598;-0,5684;15,2498;0,09432;11,645;12,401;12,878;13,143;13,567;13,866;14,326;15,25;16,271;16,863;17,284;17,939;18,385;19,277;20,973;10,713;11,73;12,748;13,911;15,25;16,802;18,618;20,761;22,904
1599;-0,5684;15,2498;0,09434;11,644;12,401;12,878;13,143;13,567;13,866;14,326;15,25;16,271;16,864;17,285;17,94;18,386;19,278;20,974;10,712;11,73;12,747;13,911;15,25;16,803;18,618;20,762;22,906
1600;-0,5684;15,2498;0,09436;11,644;12,4;12,878;13,142;13,567;13,865;14,326;15,25;16,271;16,864;17,285;17,94;18,387;19,279;20,976;10,711;11,729;12,747;13,911;15,25;16,803;18,619;20,764;22,908
1601;-0,5684;15,2499;0,09437;11,643;12,4;12,877;13,142;13,567;13,865;14,326;15,25;16,271;16,864;17,286;17,941;18,387;19,28;20,977;10,711;11,729;12,747;13,911;15,25;16,803;18,62;20,764;22,909
1602;-0,5684;15,2499;0,09439;11,643;12,399;12,877;13,142;13,566;13,865;14,325;15,25;16,272;16,865;17,286;17,941;18,388;19,281;20,978;10,71;11,728;12,746;13,91;15,25;16,804;18,621;20,766;22,911
1603;-0,5684;15,2499;0,09441;11,642;12,399;12,877;13,141;13,566;13,865;14,325;15,25;16,272;16,865;17,286;17,942;18,389;19,282;20,98;10,71;11,728;12,746;13,91;15,25;16,804;18,621;20,767;22,913
1604;-0,5684;15,2499;0,09443;11,642;12,398;12,876;13,141;13,566;13,864;14,325;15,25;16,272;16,866;17,287;17,943;18,39;19,283;20,982;10,709;11,727;12,745;13,91;15,25;16,804;18,622;20,769;22,916
1605;-0,5684;15,25;0,09445;11,641;12,398;12,876;13,141;13,565;13,864;14,325;15,25;16,272;16,866;17,288;17,943;18,391;19,284;20,983;10,708;11,727;12,745;13,91;15,25;16,805;18,623;20,771;22,918
1606;-0,5684;15,25;0,09447;11,64;12,397;12,875;13,14;13,565;13,864;14,325;15,25;16,273;16,866;17,288;17,944;18,391;19,285;20,985;10,707;11,726;12,745;13,909;15,25;16,805;18,624;20,772;22,92
1607;-0,5684;15,25;0,09449;11,64;12,397;12,875;13,14;13,565;13,864;14,325;15,25;16,273;16,867;17,289;17,945;18,392;19,286;20,986;10,707;11,725;12,744;13,909;15,25;16,805;18,625;20,774;22,922
